method,replicate,true,mean,red_fac,ess,interval,ci_lower,ci_upper,ci_covered,hpd_lower,hpd_upper,hpd_covered,seed
starbeast,0,0.04640536649723629,0.05810937666341514,1.0021269264182122,476.3722275233185,0.95,0.05654202534220015,0.05953789774943189,False,0.0565128107204169,0.05948845901501845,False,seed9
ecoevolity,0,0.01708057354527528,0.02158467726520369,1.0025885901861529,2927.0747161885142,0.95,0.018966355766947114,0.023329052275202298,False,0.019328654144583592,0.023471063707965336,False,seed4
starbeast,0,0.01708057354527528,0.02272638424883457,1.0004094720693075,269.48777134743614,0.95,0.021736720488076226,0.023674194353360208,False,0.02176409761260072,0.023696513110739437,False,seed4
ecoevolity,0,0.058857487519826175,0.07513837165528703,0.9998351014477744,4000.0,0.95,0.0727351621976783,0.07716192056504857,False,0.07291510645643459,0.07729959281210155,False,seed200
starbeast,0,0.058857487519826175,0.07584283008496652,0.9998708209903407,579.6185836946893,0.95,0.07418756355051627,0.07745950253345274,False,0.0742465134359583,0.07749273337624482,False,seed200
ecoevolity,0,0.015038086267738825,0.03128158485070147,1.0020767477260115,2885.108382247947,0.95,0.029128540566476995,0.03291793313408785,False,0.02938183574419896,0.03305947106931139,False,seed154
starbeast,0,0.015038086267738825,0.030884813103732724,1.006926620217787,392.79551087309375,0.95,0.029462946078596626,0.03235039171871573,False,0.029450083306323607,0.0323169537422479,False,seed154
ecoevolity,0,0.06325019635704637,0.0809305953133441,0.9997663455829008,4000.0,0.95,0.07838740436678941,0.08304053939962755,False,0.07862804857132795,0.08322187423520122,False,seed72
starbeast,0,0.06325019635704637,0.08148124522482375,1.001082141472183,561.9737639721329,0.95,0.07970098819568958,0.0832355400839733,False,0.0797655321503413,0.08326858111066231,False,seed72
ecoevolity,0,0.012206453823411643,0.026898796524779632,1.0001712162724816,4000.0,0.95,0.02468498397755149,0.028518677017238588,False,0.024827981199817724,0.028591975367129964,False,seed74
starbeast,0,0.012206453823411643,0.02731678607453836,1.006854020542156,306.9097274439506,0.95,0.02602447091469487,0.028627223786912705,False,0.02600999551678059,0.02858702175389786,False,seed74
ecoevolity,0,0.0012592248091095914,0.0018987748447188149,0.9998838382580147,3981.4820250681987,0.95,0.0016721293569854432,0.0021364610313974355,False,0.001671440297678658,0.0021337546933992363,False,seed80
starbeast,0,0.0012592248091095914,0.0016878665851402506,1.0003230466868682,1084.2782392418565,0.95,0.001501050157893408,0.001882044102139984,False,0.0015026602023710607,0.001882958107642016,False,seed80
ecoevolity,0,0.12191446953611518,0.15179772672305322,0.999772847414564,3774.211468663144,0.95,0.1486969713480925,0.1546288268183513,False,0.1487968946110689,0.15468302314006907,False,seed64
starbeast,0,0.12191446953611518,0.15232010201884802,1.002013392165574,1117.9327366228829,0.95,0.14973541298397378,0.15491267889432472,False,0.14986287597341633,0.1550193554215296,False,seed64
ecoevolity,0,0.0532525019847642,0.06584046780014231,1.0000701984128455,3420.6129951906073,0.95,0.0634379231801108,0.06781418327864235,False,0.0635771074311363,0.06787895992677752,False,seed134
starbeast,0,0.0532525019847642,0.06661207056613681,1.0021681394507231,555.3375309262523,0.95,0.0650485261067319,0.06813809321587197,False,0.06501809160431085,0.06808930477215971,False,seed134
ecoevolity,0,0.09195341809630472,0.11443274957866699,1.0002947669835336,3980.969119346401,0.95,0.11166776804910156,0.11687988739029,False,0.11192246132240703,0.11701594192598498,False,seed150
starbeast,0,0.09195341809630472,0.11502366593690333,1.0030530066769054,760.8440888306022,0.95,0.11289625601315405,0.1171245695659403,False,0.11294667195426925,0.1171411900114424,False,seed150
ecoevolity,0,0.061082407769725525,0.07974811166944692,0.9998788217108698,3016.780417001126,0.95,0.07728453900523177,0.08180614104066257,False,0.07742917900510674,0.08194065904317811,False,seed87
starbeast,0,0.061082407769725525,0.0804629273110427,1.004697938482709,540.5408987353682,0.95,0.07870370136616349,0.08218843542732836,False,0.07874770792898968,0.08222703260271881,False,seed87
ecoevolity,0,0.09503377069465453,0.11820952069858925,1.0000183825617992,3756.9034481185354,0.95,0.1152966289065098,0.12074090207629175,False,0.1155881010408357,0.12094624159740434,False,seed184
starbeast,0,0.09503377069465453,0.11894840274816855,1.0153720528583874,677.4491597104402,0.95,0.11670304444355553,0.12115366618090985,False,0.11669177376606908,0.1211369024647208,False,seed184
ecoevolity,0,0.1202331407809597,0.14810766922331842,1.0001256484623506,4000.0,0.95,0.14503414605316312,0.1508846348328355,False,0.14518030613876884,0.1509720474632691,False,seed7
starbeast,0,0.1202331407809597,0.1485777020722268,1.0034478755475753,768.4032934039896,0.95,0.14589217584669514,0.15117302375387415,False,0.14583647073352282,0.15108793186988245,False,seed7
